2,3,11												
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE
vo_eny_eny_	samurai_00_	alarm_local_06	vo_eny_eny_samurai_00_alarm_local_06	omuk	hambo	Samurai	urgent, tense	calls for backup	Damn!	1	该死！	1
vo_eny_eny_	samurai_00_	alarm_stop_00	vo_eny_eny_samurai_00_alarm_stop_00	omuk	hambo	Samurai	commanding	end of alarm	They've escaped! Stop the search!	5	让他们逃了！停止搜索！	1
vo_eny_eny_	samurai_00_	alarm_stop_01	vo_eny_eny_samurai_00_alarm_stop_01	omuk	hambo	Samurai	commanding	end of alarm	It is over! Back to routine!	6	没事了！各回岗位！	1
vo_eny_eny_	samurai_00_	alarm_stop_02	vo_eny_eny_samurai_00_alarm_stop_02	omuk	hambo	Samurai	commanding	end of alarm	They must have fled! Cease the alarm!	7	看来已经逃走了,警报解除！	1
vo_eny_eny_	samurai_00_	alarm_stop_03	vo_eny_eny_samurai_00_alarm_stop_03	omuk	hambo	Samurai	commanding	end of alarm	No danger! At ease, everyone!	5	没有危险了！大家解散！	1
vo_eny_eny_	samurai_00_	alarm_stop_04	vo_eny_eny_samurai_00_alarm_stop_04	omuk	hambo	Samurai	commanding	end of alarm	We've driven them off!	4	已经把他们赶跑了！	1
vo_eny_eny_	samurai_00_	alarm_stop_05	vo_eny_eny_samurai_00_alarm_stop_05	omuk	hambo	Samurai	commanding	end of alarm	All clear!	2	警报解除！	1
vo_eny_eny_	samurai_00_	carry_object_00	vo_eny_eny_samurai_00_carry_object_00	omuk		Samurai		(sound) carries heavy object		0		0
vo_eny_eny_	samurai_00_	clear_throat_00	vo_eny_eny_samurai_00_clear_throat_00	omuk		Samurai		(sound) clears throat		0		0
vo_eny_eny_	samurai_00_	cough_00	vo_eny_eny_samurai_00_cough_00	omuk		Samurai		(sound) coughs		0		0
vo_eny_eny_	samurai_00_	danger_toohigh_00	vo_eny_eny_samurai_00_danger_toohigh_00	omuk	hambo	Samurai	angry	has seen a player far above him	Aim high! They are above us!	6	瞄高点儿！在我们上面！	1
vo_eny_eny_	samurai_00_	danger_toohigh_01	vo_eny_eny_samurai_00_danger_toohigh_01	omuk	hambo	Samurai	angry	has seen a player far above him	They're above us!	3	在我们上面！	1
vo_eny_eny_	samurai_00_	danger_toohigh_02	vo_eny_eny_samurai_00_danger_toohigh_02	omuk	hambo	Samurai	angry	has seen a player far above him	They're attacking from above!	4	是从上方攻击的!	1
vo_eny_eny_	samurai_00_	danger_unreachable_00	vo_eny_eny_samurai_00_danger_unreachable_00	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	Cowards! Fight like men!	4	懦夫！有本事像男人一样战斗!	1
vo_eny_eny_	samurai_00_	danger_unreachable_01	vo_eny_eny_samurai_00_danger_unreachable_01	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	How did they get there?	5	他们是怎么到那种地方的?	1
vo_eny_eny_	samurai_00_	danger_unreachable_02	vo_eny_eny_samurai_00_danger_unreachable_02	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	I can't reach them!	4	我无法接近他们…	1
vo_eny_eny_	samurai_00_	death_scream_00	vo_eny_eny_samurai_00_death_scream_00	omuk	hambo	Samurai	shocked	(sound) short deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_01	vo_eny_eny_samurai_00_death_scream_01	omuk	hambo	Samurai	shocked	(sound) short deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_02	vo_eny_eny_samurai_00_death_scream_02	omuk	hambo	Samurai	shocked	(sound) short deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_03	vo_eny_eny_samurai_00_death_scream_03	omuk	hambo	Samurai	shocked	(sound) short deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_00	vo_eny_eny_samurai_00_death_scream_muffled_00	omuk	hambo	Samurai	struggling	(sound) muffled deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_01	vo_eny_eny_samurai_00_death_scream_muffled_01	omuk	hambo	Samurai	struggling	(sound) muffled deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_02	vo_eny_eny_samurai_00_death_scream_muffled_02	omuk	hambo	Samurai	struggling	(sound) muffled deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_03	vo_eny_eny_samurai_00_death_scream_muffled_03	omuk	hambo	Samurai	struggling	(sound) muffled deathsound		0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_04	vo_eny_eny_samurai_00_death_scream_muffled_04	omuk	hambo	Samurai	struggling	(sound) muffled deathsound		0		0
vo_eny_eny_	samurai_00_	detect_corpse_female_00	vo_eny_eny_samurai_00_detect_corpse_female_00	omuk		Samurai	furious	sees a corpse	She is dead!	3	她死了！	1
vo_eny_eny_	samurai_00_	detect_corpse_female_01	vo_eny_eny_samurai_00_detect_corpse_female_01	omuk		Samurai	furious	sees a corpse	They killed her!	3	他们杀了她！	1
vo_eny_eny_	samurai_00_	detect_corpse_male_00	vo_eny_eny_samurai_00_detect_corpse_male_00	omuk		Samurai	furious	sees a corpse	He is dead!	3	他死了！	1
vo_eny_eny_	samurai_00_	detect_corpse_male_01	vo_eny_eny_samurai_00_detect_corpse_male_01	omuk		Samurai	furious	sees a corpse	They killed him!	3	他们杀了他！	1
vo_eny_eny_	samurai_00_	detect_corpse_neutral_00	vo_eny_eny_samurai_00_detect_corpse_neutral_00	omuk	hambo	Samurai	furious	sees a corpse	Murder!	1	杀人了！	1
vo_eny_eny_	samurai_00_	detect_corpse_neutral_01	vo_eny_eny_samurai_00_detect_corpse_neutral_01	omuk	hambo	Samurai	furious	sees a corpse	Assassins!	1	有刺客！	1
vo_eny_eny_	samurai_00_	detect_footsteps_00	vo_eny_eny_samurai_00_detect_footsteps_00	omuk	hambo	Samurai	suspicious	sees player footprints	Oh? Footprints …	3	嗯？脚印……	1
vo_eny_eny_	samurai_00_	detect_footsteps_01	vo_eny_eny_samurai_00_detect_footsteps_01	omuk	hambo	Samurai	suspicious	sees player footprints	Who made those footprints?	4	是谁的脚印？	1
vo_eny_eny_	samurai_00_	detect_footsteps_02	vo_eny_eny_samurai_00_detect_footsteps_02	omuk	hambo	Samurai	suspicious	sees player footprints	Who left those tracks!	4	是谁留下的足迹！	1
vo_eny_eny_	samurai_00_	detect_footsteps_03	vo_eny_eny_samurai_00_detect_footsteps_03	omuk	hambo	Samurai	suspicious	sees player footprints	Those tracks shouldn't be there...	5	这些足迹怎么会出现在这里……	1
vo_eny_eny_	samurai_00_	detect_footsteps_04	vo_eny_eny_samurai_00_detect_footsteps_04	omuk	hambo	Samurai	suspicious	sees player footprints	Someone must sneaking about.	4	肯定有人潜伏在附近	1
vo_eny_eny_	samurai_00_	detect_lightsource_00	vo_eny_eny_samurai_00_detect_lightsource_00	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	The light went out …	5	灯灭了……	1
vo_eny_eny_	samurai_00_	detect_lightsource_01	vo_eny_eny_samurai_00_detect_lightsource_01	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Did wind killed the flame?	5	风把火吹灭了	1
vo_eny_eny_	samurai_00_	detect_lightsource_02	vo_eny_eny_samurai_00_detect_lightsource_02	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	That light should be burning.	5	灯必须点亮	1
vo_eny_eny_	samurai_00_	detect_lightsource_03	vo_eny_eny_samurai_00_detect_lightsource_03	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Someone idiot must have been careless with the lamp.	9	肯定是哪个白痴没看好火	1
vo_eny_eny_	samurai_00_	detect_lightsource_04	vo_eny_eny_samurai_00_detect_lightsource_04	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	The fire died?	3	火灭了……	1
vo_eny_eny_	samurai_00_	detect_player_00	vo_eny_eny_samurai_00_detect_player_00	omuk	hambo	Samurai	agressive	sees a player character	Stop moving!	2	别动!	1
vo_eny_eny_	samurai_00_	detect_player_01	vo_eny_eny_samurai_00_detect_player_01	omuk	hambo	Samurai	agressive	sees a player character	Stop right there!	3	站住别动！	1
vo_eny_eny_	samurai_00_	detect_player_02	vo_eny_eny_samurai_00_detect_player_02	omuk	hambo	Samurai	agressive	sees a player character	Halt!	1	站住！	1
vo_eny_eny_	samurai_00_	detect_player_03	vo_eny_eny_samurai_00_detect_player_03	omuk	hambo	Samurai	agressive	sees a player character	I see you!	3	我看到你了！	1
vo_eny_eny_	samurai_00_	detect_player_04	vo_eny_eny_samurai_00_detect_player_04	omuk	hambo	Samurai	agressive	sees a player character	You there!	2	那边的!	1
vo_eny_eny_	samurai_00_	detect_player_05	vo_eny_eny_samurai_00_detect_player_05	omuk	hambo	Samurai	agressive	sees a player character	Stop right there!	3	站住别动！	1
vo_eny_eny_	samurai_00_	detect_player_06	vo_eny_eny_samurai_00_detect_player_06	omuk	hambo	Samurai	agressive	sees a player character	Intruder!	1	有入侵者！	1
vo_eny_eny_	samurai_00_	detect_player_07	vo_eny_eny_samurai_00_detect_player_07	omuk	hambo	Samurai	agressive	sees a player character	Die you scum!	3	死吧，渣滓！	1
vo_eny_eny_	samurai_00_	detect_player_08	vo_eny_eny_samurai_00_detect_player_08	omuk	hambo	Samurai	agressive	sees a player character	I have you now!	4	我逮到你了！	1
vo_eny_eny_	samurai_00_	detect_player_09	vo_eny_eny_samurai_00_detect_player_09	omuk	hambo	Samurai	agressive	sees a player character	You!	1	你！	1
vo_eny_eny_	samurai_00_	detect_player_10	vo_eny_eny_samurai_00_detect_player_10	omuk	hambo	Samurai	agressive	sees a player character	You'll die for being here!	5	你来这儿是自寻死路！	1
vo_eny_eny_	samurai_00_	detect_player_11	vo_eny_eny_samurai_00_detect_player_11	omuk	hambo	Samurai	agressive	sees a player character	I'm going to kill you assailant!	6	我要杀了你们这些刺客！	1
vo_eny_eny_	samurai_00_	detect_player_12	vo_eny_eny_samurai_00_detect_player_12	omuk	hambo	Samurai	agressive	sees a player character	There are Shogunate men here!	5	这儿有将军的走狗	1
vo_eny_eny_	samurai_00_	detect_player_13	vo_eny_eny_samurai_00_detect_player_13	omuk	hambo	Samurai	agressive	sees a player character	It's them!	2	是他们！	1
vo_eny_eny_	samurai_00_	detect_player_14	vo_eny_eny_samurai_00_detect_player_14	omuk	hambo	Samurai	agressive	sees a player character	You shouldn't be here!	4	你不该在这儿出现！	1
vo_eny_eny_	samurai_00_	detect_player_15	vo_eny_eny_samurai_00_detect_player_15	omuk	hambo	Samurai	agressive	sees a player character	I will take care of you!	6	让我来教训你吧！	1
vo_eny_eny_	samurai_00_	detect_player_16	vo_eny_eny_samurai_00_detect_player_16	omuk	hambo	Samurai	agressive	sees a player character	Don't try to run!	4	别想跑！	1
vo_eny_eny_	samurai_00_	detect_player_17	vo_eny_eny_samurai_00_detect_player_17	omuk	hambo	Samurai	agressive	sees a player character	Go on try escaping!	4	继续逃啊！	1
vo_eny_eny_	samurai_00_	detect_player_geisha_00	vo_eny_eny_samurai_00_detect_player_geisha_00	omuk		Samurai	aha!	senses a nearby player character	Assassin in disguise!	3	乔装的刺客！	1
vo_eny_eny_	samurai_00_	detect_player_geisha_01	vo_eny_eny_samurai_00_detect_player_geisha_01	omuk		Samurai	aha!	senses a nearby player character	She is an assassin!	4	她是刺客！	1
vo_eny_eny_	samurai_00_	detect_player_geisha_02	vo_eny_eny_samurai_00_detect_player_geisha_02	omuk		Samurai	aha!	senses a nearby player character	You think you can fool me, woman?!	7	你以为能骗得了我,女人？！	1
vo_eny_eny_	samurai_00_	detect_player_geisha_03	vo_eny_eny_samurai_00_detect_player_geisha_03	omuk		Samurai	aha!	senses a nearby player character	I see through your disguise!	5	你的伪装被我识破了！	1
vo_eny_eny_	samurai_00_	detect_player_kill_00	vo_eny_eny_samurai_00_detect_player_kill_00	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! You fool.	3	哈！你这白痴	1
vo_eny_eny_	samurai_00_	detect_player_kill_01	vo_eny_eny_samurai_00_detect_player_kill_01	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! Coward.	2	哈！懦夫	1
vo_eny_eny_	samurai_00_	detect_player_kill_02	vo_eny_eny_samurai_00_detect_player_kill_02	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! Weakling.	2	哈！废物	1
vo_eny_eny_	samurai_00_	detect_player_kill_03	vo_eny_eny_samurai_00_detect_player_kill_03	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! You are no samurai.	5	哈！你可不是武士	1
vo_eny_eny_	samurai_00_	detect_player_kill_04	vo_eny_eny_samurai_00_detect_player_kill_04	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! You are no match for me.	7	哈！你不是我的对手	1
vo_eny_eny_	samurai_00_	detect_player_proximity_00	vo_eny_eny_samurai_00_detect_player_proximity_00	omuk	hambo	Samurai	suspicious	senses a nearby player character	Something is wrong …	4	不对劲…	1
vo_eny_eny_	samurai_00_	detect_player_proximity_01	vo_eny_eny_samurai_00_detect_player_proximity_01	omuk	hambo	Samurai	suspicious	senses a nearby player character	Strange … it feels like …	6	奇怪…感觉好像…	1
vo_eny_eny_	samurai_00_	detect_player_proximity_02	vo_eny_eny_samurai_00_detect_player_proximity_02	omuk	hambo	Samurai	suspicious	senses a nearby player character	Wait … is someone …	5	等等…好像有人…	1
vo_eny_eny_	samurai_00_	detect_player_proximity_03	vo_eny_eny_samurai_00_detect_player_proximity_03	omuk	hambo	Samurai	suspicious	senses a nearby player character	There is something there …	5	那儿好像有什么东西…	1
vo_eny_eny_	samurai_00_	detect_sake_00	vo_eny_eny_samurai_00_detect_sake_00	omuk	hambo	Samurai	dismissive	spots the sake bottle	Sake, hm? ... I have my own.	7	清酒？……我自己就有	1
vo_eny_eny_	samurai_00_	detect_sake_01	vo_eny_eny_samurai_00_detect_sake_01	omuk	hambo	Samurai	dismissive	spots the sake bottle	Sake? … Hrm, low-grade swill.	5	清酒？……哼，劣酒而已	1
vo_eny_eny_	samurai_00_	detect_sake_02	vo_eny_eny_samurai_00_detect_sake_02	omuk	hambo	Samurai	dismissive	spots the sake bottle	Only a peasant would bow down for sake.	8	只有贱民才会为清酒折腰	1
vo_eny_eny_	samurai_00_	detect_tanuki_00	vo_eny_eny_samurai_00_detect_tanuki_00	omuk	hambo	Samurai	dismissive	sees the tanuki	Filthy creature.	2	脏兮兮的畜生	1
vo_eny_eny_	samurai_00_	detect_tanuki_01	vo_eny_eny_samurai_00_detect_tanuki_01	omuk	hambo	Samurai	dismissive	sees the tanuki	Annoying critter.	2	这家伙好吵	1
vo_eny_eny_	samurai_00_	detect_tanuki_02	vo_eny_eny_samurai_00_detect_tanuki_02	omuk	hambo	Samurai	dismissive	sees the tanuki	Leave, before I squish you.	5	走开,不然我捏扁你	1
vo_eny_eny_	samurai_00_	detect_tanuki_03	vo_eny_eny_samurai_00_detect_tanuki_03	omuk	hambo	Samurai	dismissive	sees the tanuki	Just some animal.	3	不过是只动物	1
vo_eny_eny_	samurai_00_	detect_trap_00	vo_eny_eny_samurai_00_detect_trap_00	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Eh? What's this rubbish …	5	嗯？这是什么垃圾…	1
vo_eny_eny_	samurai_00_	detect_trap_01	vo_eny_eny_samurai_00_detect_trap_01	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Teh … a child's toy.	5	哼……不过是小孩的玩具	1
vo_eny_eny_	samurai_00_	detect_trap_02	vo_eny_eny_samurai_00_detect_trap_02	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Who left that here? … hrm, trash.	7	谁丢在这里的？…哼，垃圾。	1
vo_eny_eny_	samurai_00_	detect_unconscious_female_01	vo_eny_eny_samurai_00_detect_unconscious_female_01	omuk		Samurai	displeased	sees unconcious person	She is unconscious.	3	她晕过去了	1
vo_eny_eny_	samurai_00_	detect_unconscious_female_02	vo_eny_eny_samurai_00_detect_unconscious_female_02	omuk		Samurai	displeased	sees unconcious person	She is been hit!	4	她受了重击	1
vo_eny_eny_	samurai_00_	detect_unconscious_female_03	vo_eny_eny_samurai_00_detect_unconscious_female_03	omuk		Samurai	displeased	sees unconcious person	She is been attacked.	4	她被袭击了	1
vo_eny_eny_	samurai_00_	detect_unconscious_male_00	vo_eny_eny_samurai_00_detect_unconscious_male_00	omuk		Samurai	displeased	sees unconcious person	He is unconscious.	3	他晕过去了	1
vo_eny_eny_	samurai_00_	detect_unconscious_male_01	vo_eny_eny_samurai_00_detect_unconscious_male_01	omuk		Samurai	displeased	sees unconcious person	He is been hit!	4	他受了重击	1
vo_eny_eny_	samurai_00_	detect_unconscious_male_02	vo_eny_eny_samurai_00_detect_unconscious_male_02	omuk		Samurai	displeased	sees unconcious person	He is been attacked.	4	他被袭击了	1
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_01	vo_eny_eny_samurai_00_detect_unconscious_neutral_01	omuk	hambo	Samurai	displeased	sees unconcious person	What happened?	2	发生了什么？	1
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_02	vo_eny_eny_samurai_00_detect_unconscious_neutral_02	omuk	hambo	Samurai	displeased	sees unconcious person	You! Who attacked you?	4	喂！是谁攻击了你？	1
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_03	vo_eny_eny_samurai_00_detect_unconscious_neutral_03	omuk	hambo	Samurai	displeased	sees unconcious person	Are you asleep?	3	你睡着了吗？	1
vo_eny_eny_	samurai_00_	drink_sake_00	vo_eny_eny_samurai_00_drink_sake_00	omuk		Samurai		(sound) drink sake		0		0
vo_eny_eny_	samurai_00_	drop_object_00	vo_eny_eny_samurai_00_drop_object_00	omuk		Samurai		(sound) lay down heavy object		0		0
vo_eny_eny_	samurai_00_	friend_missing_female_00	vo_eny_eny_samurai_00_friend_missing_female_00	omuk		Samurai	displeased	his partner is missing	She left her post.	4	她擅离岗位	1
vo_eny_eny_	samurai_00_	friend_missing_female_01	vo_eny_eny_samurai_00_friend_missing_female_01	omuk		Samurai	displeased	his partner is missing	Where is she?	3	她去哪了?	1
vo_eny_eny_	samurai_00_	friend_missing_female_02	vo_eny_eny_samurai_00_friend_missing_female_02	omuk		Samurai	displeased	his partner is missing	What is keeping her?	4	她干什么去了？	1
vo_eny_eny_	samurai_00_	friend_missing_female_03	vo_eny_eny_samurai_00_friend_missing_female_03	omuk		Samurai	displeased	his partner is missing	She's been gone too long.	5	她怎么这么久不回来	1
vo_eny_eny_	samurai_00_	friend_missing_female_04	vo_eny_eny_samurai_00_friend_missing_female_04	omuk		Samurai	displeased	his partner is missing	She is missing!	3	她不见了!	1
vo_eny_eny_	samurai_00_	friend_missing_female_05	vo_eny_eny_samurai_00_friend_missing_female_05	omuk		Samurai	displeased	his partner is missing	How dare she keep me waiting!	6	她竟敢让我干等!	1
vo_eny_eny_	samurai_00_	friend_missing_male_00	vo_eny_eny_samurai_00_friend_missing_male_00	omuk	placeholder	Samurai	displeased	his partner is missing	He left his post.	4	他擅离岗位	1
vo_eny_eny_	samurai_00_	friend_missing_male_01	vo_eny_eny_samurai_00_friend_missing_male_01	omuk	placeholder	Samurai	displeased	his partner is missing	Where is he?	3	他去哪了?	1
vo_eny_eny_	samurai_00_	friend_missing_male_02	vo_eny_eny_samurai_00_friend_missing_male_02	omuk	placeholder	Samurai	displeased	his partner is missing	What is keeping him?	4	他干什么去了？	1
vo_eny_eny_	samurai_00_	friend_missing_male_03	vo_eny_eny_samurai_00_friend_missing_male_03	omuk	placeholder	Samurai	displeased	his partner is missing	He's been gone too long.	5	他怎么这么久不回来	1
vo_eny_eny_	samurai_00_	friend_missing_male_04	vo_eny_eny_samurai_00_friend_missing_male_04	omuk	placeholder	Samurai	displeased	his partner is missing	He is missing!	3	他不见了!	1
vo_eny_eny_	samurai_00_	friend_missing_male_05	vo_eny_eny_samurai_00_friend_missing_male_05	omuk	placeholder	Samurai	displeased	his partner is missing	How dare he keep me waiting!	6	他竟敢让我干等!	1
vo_eny_eny_	samurai_00_	friend_wakeup_00	vo_eny_eny_samurai_00_friend_wakeup_00	omuk	hambo	Samurai	urgent	wakes unconcious person	Hey! Wake up!	3	嘿！醒醒！	1
vo_eny_eny_	samurai_00_	friend_wakeup_01	vo_eny_eny_samurai_00_friend_wakeup_01	omuk	hambo	Samurai	urgent	wakes unconcious person	Get up!	2	快起来!	1
vo_eny_eny_	samurai_00_	friend_wakeup_02	vo_eny_eny_samurai_00_friend_wakeup_02	omuk	hambo	Samurai	urgent	wakes unconcious person	Are you alright?	3	你还好吗？	1
vo_eny_eny_	samurai_00_	friend_wakeup_03	vo_eny_eny_samurai_00_friend_wakeup_03	omuk	hambo	Samurai	urgent	wakes unconcious person	What happened to you?	4	你怎么了?	1
vo_eny_eny_	samurai_00_	friend_wakeup_04	vo_eny_eny_samurai_00_friend_wakeup_04	omuk	hambo	Samurai	urgent	wakes unconcious person	On your feet!	3	站起来!	1
vo_eny_eny_	samurai_00_	hard_work_00	vo_eny_eny_samurai_00_hard_work_00	omuk		Samurai		(sound) pushing a cart		0		0
vo_eny_eny_	samurai_00_	hear_noise_00	vo_eny_eny_samurai_00_hear_noise_00	omuk		Samurai	suspicious	hears strange noise	Hrm!?	1	嗯！？	1
vo_eny_eny_	samurai_00_	hear_noise_01	vo_eny_eny_samurai_00_hear_noise_01	omuk		Samurai	suspicious	hears strange noise	What was that?	3	什么声音？	1
vo_eny_eny_	samurai_00_	hear_noise_02	vo_eny_eny_samurai_00_hear_noise_02	omuk		Samurai	suspicious	hears strange noise	I heard something …	4	我听到了什么…	1
vo_eny_eny_	samurai_00_	hear_noise_03	vo_eny_eny_samurai_00_hear_noise_03	omuk		Samurai	suspicious	hears strange noise	Strange sound …	3	奇怪的声音……	1
vo_eny_eny_	samurai_00_	hear_noise_04	vo_eny_eny_samurai_00_hear_noise_04	omuk		Samurai	suspicious	hears strange noise	That noise …	3	这声音…	1
vo_eny_eny_	samurai_00_	hear_noise_directhit_00	vo_eny_eny_samurai_00_hear_noise_directhit_00	omuk		Samurai	anger	is hit by stone	Hrm! How dare you, coward?!	5	嗷！竟敢打我,胆小鬼!	1
vo_eny_eny_	samurai_00_	hear_noise_directhit_01	vo_eny_eny_samurai_00_hear_noise_directhit_01	omuk		Samurai	contempt	is hit by stone	Hrm! You will suffer for this! Wherever you are!	9	嗷！你会为此付出代价的！	1
vo_eny_eny_	samurai_00_	hear_noise_directhit_02	vo_eny_eny_samurai_00_hear_noise_directhit_02	omuk		Samurai	anger	is hit by stone	Hrm! Show yourself, coward!	4	嗷！快出来，胆小鬼！	1
vo_eny_eny_	samurai_00_	hear_noise_directhit_03	vo_eny_eny_samurai_00_hear_noise_directhit_03	omuk		Samurai	contempt	is hit by stone	Hrm! You have achieved nothing, fool!	6	嗷！我一点也不痛，蠢货！	1
vo_eny_eny_	samurai_00_	hear_noise_gunshot_00	vo_eny_eny_samurai_00_hear_noise_gunshot_00	omuk		Samurai	alarmed	hears player gunshot	Why is there shooting?	4	怎么会有枪声?	1
vo_eny_eny_	samurai_00_	hear_noise_gunshot_01	vo_eny_eny_samurai_00_hear_noise_gunshot_01	omuk		Samurai	alarmed	hears player gunshot	Shots fired! Alarm!	3	有枪声!快发警报！	1
vo_eny_eny_	samurai_00_	hear_noise_gunshot_02	vo_eny_eny_samurai_00_hear_noise_gunshot_02	omuk		Samurai	alarmed	hears player gunshot	The enemy has firearms!	4	敌人有枪！	1
vo_eny_eny_	samurai_00_	hear_noise_human_00	vo_eny_eny_samurai_00_hear_noise_human_00	omuk		Samurai	fierce	hears human noise	Someone there?	2	有人在那儿吗?	1
vo_eny_eny_	samurai_00_	hear_noise_human_01	vo_eny_eny_samurai_00_hear_noise_human_01	omuk		Samurai	fierce	hears human noise	Who goes there?	3	谁在那儿?	1
vo_eny_eny_	samurai_00_	hear_noise_human_02	vo_eny_eny_samurai_00_hear_noise_human_02	omuk		Samurai	fierce	hears human noise	I heard that!	3	我听到了!	1
vo_eny_eny_	samurai_00_	hear_noise_human_03	vo_eny_eny_samurai_00_hear_noise_human_03	omuk		Samurai	fierce	hears human noise	Who is making noise?	4	是谁的声音？	1
vo_eny_eny_	samurai_00_	hear_noise_human_04	vo_eny_eny_samurai_00_hear_noise_human_04	omuk		Samurai	fierce	hears human noise	Who hides in the shadows?	5	谁藏在暗处？	1
vo_eny_eny_	samurai_00_	hear_noise_human_05	vo_eny_eny_samurai_00_hear_noise_human_05	omuk		Samurai	fierce	hears human noise	Who is this?	3	是谁?	1
vo_eny_eny_	samurai_00_	hear_noise_too_much_00	vo_eny_eny_samurai_00_hear_noise_too_much_00	omuk	hambo	Samurai	irritated	irritated by a continuous string of strange noises	You are testing my patience.	5	你是在考验我的耐心	1
vo_eny_eny_	samurai_00_	hear_noise_too_much_01	vo_eny_eny_samurai_00_hear_noise_too_much_01	omuk	hambo	Samurai	irritated	irritated by a continuous string of strange noises	You will pay for this.	5	你会为此付出代价	1
vo_eny_eny_	samurai_00_	hear_noise_too_much_02	vo_eny_eny_samurai_00_hear_noise_too_much_02	omuk	hambo	Samurai	irritated	irritated by a continuous string of strange noises	Show yourself, coward.	3	出来，胆小鬼！	1
vo_eny_eny_	samurai_00_	hear_noise_too_much_03	vo_eny_eny_samurai_00_hear_noise_too_much_03	omuk	hambo	Samurai	irritated	irritated by a continuous string of strange noises	Play your games while you can, fool.	7	看你能玩到什么时候，蠢货	1
vo_eny_eny_	samurai_00_	hum_00	vo_eny_eny_samurai_00_hum_00	omuk		Samurai		(sound) humming tune		0		0
